,發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序,車種,天候,光線,道路類別,速限,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,X,Y
24417,109,6,13,8,39,2,05中正區,中正區忠孝東路2段與金山北路口,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,4,2,15,1,66.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,4.0,25.0,25,1.0,22.0,9.0,121.5297469,25.04312715
24418,109,6,13,8,39,2,05中正區,中正區忠孝東路2段與金山北路口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,4,2,15,1,32.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,3.0,11.0,32.0,25,1.0,22.0,9.0,121.5297469,25.04312715
24419,109,6,13,8,39,2,05中正區,中正區忠孝東路2段與金山北路口,0,0,1,3,H02,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,4,2,15,2,6.0,2.0,9.0,1.0,1.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,25,1.0,22.0,9.0,121.5297469,25.04312715
24435,109,6,13,9,43,2,05中正區,中正區中華路2段與寧波西街口,0,0,1,1,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,5,4,4,2,17,1,57.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,12.0,23.0,23,1.0,22.0,9.0,121.509993,25.02468107
24436,109,6,13,9,43,2,05中正區,中正區中華路2段與寧波西街口,0,0,1,2,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,5,4,4,2,17,2,64.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,14.0,2.0,23,1.0,22.0,9.0,121.509993,25.02468107
24441,109,6,13,10,30,2,05中正區,中正區仁愛路1段42號,0,0,1,1,B03,8,1,5,50,3,2,1,5,4,5,7,4,4,10,5,5,2,16,1,57.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,7.0,1.0,1.0,43.0,43,1.0,22.0,9.0,121.5242489,25.03821735
24442,109,6,13,10,30,2,05中正區,中正區仁愛路1段42號,0,0,1,2,F01,8,1,5,50,3,2,1,5,4,5,7,4,4,10,5,5,2,16,2,55.0,2.0,9.0,4.0,5.0,7.0,9.0,8.0,20.0,1.0,16.0,43.0,43,1.0,22.0,9.0,121.5242489,25.03821735
24454,109,6,13,12,34,2,05中正區,中正區仁愛路1段與林森南路口,0,0,1,1,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,1,2,16,2,51.0,2.0,1.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,14.0,8.0,8,1.0,22.0,9.0,121.521601,25.03874333
24455,109,6,13,12,34,2,05中正區,中正區仁愛路1段與林森南路口,0,0,1,2,B03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,1,2,16,1,63.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,5.0,13.0,8,1.0,22.0,9.0,121.521601,25.03874333
24458,109,6,13,12,48,2,05中正區,中正區羅斯福路1段49號,0,0,2,1,F01,8,1,5,40,14,8,1,5,4,5,7,4,4,3,4,4,2,11,1,20.0,2.0,7.0,4.0,5.0,7.0,9.0,8.0,20.0,2.0,16.0,26.0,26,1.0,22.0,9.0,121.5190429,25.03179024
24459,109,6,13,12,48,2,05中正區,中正區羅斯福路1段49號,0,0,2,2,C03,8,1,5,40,14,8,1,5,4,5,7,4,4,3,4,4,2,11,2,59.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,26.0,26,1.0,22.0,9.0,121.5190429,25.03179024
24554,109,6,14,8,12,2,05中正區,中正區重慶南路3段與和平西路1段口,0,0,1,1,B12,8,1,5,50,5,1,1,5,4,5,7,1,1,3,4,5,2,16,1,55.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,2.0,25.0,25,1.0,22.0,9.0,121.5159466,25.02727161
24555,109,6,14,8,12,2,05中正區,中正區重慶南路3段與和平西路1段口,0,0,1,2,C03,8,1,5,50,5,1,1,5,4,5,7,1,1,3,4,5,2,16,1,22.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,25,1.0,22.0,9.0,121.5159466,25.02727161
24558,109,6,14,8,40,2,05中正區,中正區南陽街28號,0,0,1,1,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,16,1,35.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,14.0,8.0,8,1.0,22.0,9.0,121.5160893,25.04445974
24559,109,6,14,8,40,2,05中正區,中正區南陽街28號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,16,1,21.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,44.0,8,1.0,22.0,9.0,121.5160893,25.04445974
24560,109,6,14,8,43,2,05中正區,中正區臨沂街35號與臨沂街32巷口,0,0,2,1,C03,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,16,1,53.0,3.0,10.0,1.0,4.0,7.0,9.0,1.0,10.0,11.0,11.0,6.0,6,1.0,22.0,9.0,121.5297817,25.03964665
24561,109,6,14,8,43,2,05中正區,中正區臨沂街35號與臨沂街32巷口,0,0,2,2,C04,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,16,1,81.0,2.0,9.0,1.0,4.0,7.0,9.0,1.0,10.0,9.0,12.0,14.0,6,1.0,22.0,9.0,121.5297817,25.03964665
24562,109,6,14,8,43,2,05中正區,中正區臨沂街35號與臨沂街32巷口,0,0,2,3,H02,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,16,2,79.0,2.0,9.0,4.0,5.0,7.0,21.0,8.0,20.0,10.0,16.0,67.0,6,1.0,22.0,9.0,121.5297817,25.03964665
24568,109,6,14,9,45,2,05中正區,中正區市民大道3段8號,0,0,1,1,C03,8,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,2,13,1,36.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,13.0,44.0,44,1.0,22.0,5.0,121.5326246,25.04538587
24569,109,6,14,9,45,2,05中正區,中正區市民大道3段8號,0,0,1,2,C03,8,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,2,13,1,26.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,23.0,44,1.0,22.0,1.0,121.5326246,25.04538587
24589,109,6,14,13,0,2,05中正區,中正區杭州南路1段與青島東路口,0,0,1,1,C03,7,1,5,50,3,1,1,5,4,5,7,1,1,10,4,5,1,12,2,27.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,13.0,8.0,8,1.0,22.0,9.0,121.526456,25.04275987
24590,109,6,14,13,0,2,05中正區,中正區杭州南路1段與青島東路口,0,0,1,2,C03,7,1,5,50,3,1,1,5,4,5,7,1,1,10,4,5,1,12,1,73.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,8,1.0,22.0,9.0,121.526456,25.04275987
24654,109,6,15,7,0,2,05中正區,中正區和平西路2段128號前,0,0,1,1,B03,8,1,5,0,15,20,2,5,4,5,7,4,4,10,5,5,2,16,2,49.0,3.0,10.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,5.0,19.0,19,1.0,22.0,9.0,121.5067837,25.03205375
24655,109,6,15,7,0,2,05中正區,中正區和平西路2段128號前,0,0,1,2,C03,8,1,5,0,15,20,2,5,4,5,7,4,4,10,5,5,2,16,1,23.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,42.0,19,1.0,22.0,9.0,121.5067837,25.03205375
24671,109,6,15,8,10,2,05中正區,中正區中華路1段與愛國西路口,0,0,2,1,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,5,5,2,16,2,29.0,2.0,9.0,1.0,1.0,7.0,8.0,1.0,10.0,1.0,12.0,7.0,7,1.0,22.0,9.0,121.5071019,25.0374219
24672,109,6,15,8,10,2,05中正區,中正區中華路1段與愛國西路口,0,0,2,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,5,5,2,16,1,34.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,8.0,1.0,14.0,44.0,7,1.0,22.0,9.0,121.5071019,25.0374219
24679,109,6,15,8,45,2,05中正區,中正區汀州路3段與汀州路3段60巷口,0,0,2,1,C03,8,1,5,50,4,2,1,5,4,5,5,1,1,5,4,4,1,11,1,57.0,2.0,9.0,3.0,4.0,7.0,5.0,1.0,10.0,1.0,11.0,6.0,6,1.0,22.0,9.0,121.5313568,25.01572418
24681,109,6,15,8,45,2,05中正區,中正區汀州路3段與汀州路3段60巷口,0,0,2,2,C03,8,1,5,50,4,2,1,5,4,5,5,1,1,5,4,4,1,11,1,19.0,2.0,9.0,3.0,4.0,7.0,9.0,1.0,10.0,1.0,14.0,44.0,6,1.0,22.0,9.0,121.5313568,25.01572418
24712,109,6,15,11,28,2,05中正區,中正區仁愛路2段7號,0,0,1,1,B12,8,1,5,50,14,8,1,5,4,5,7,2,1,10,5,5,2,17,1,23.0,3.0,10.0,3.0,4.0,7.0,9.0,1.0,8.0,2.0,2.0,23.0,23,1.0,22.0,9.0,121.5255325,25.03839131
24713,109,6,15,11,28,2,05中正區,中正區仁愛路2段7號,0,0,1,2,B12,8,1,5,50,14,8,1,5,4,5,7,2,1,10,5,5,2,17,1,41.0,2.0,1.0,3.0,4.0,7.0,13.0,1.0,8.0,2.0,15.0,38.0,23,1.0,22.0,9.0,121.5255325,25.03839131
24736,109,6,15,14,0,2,05中正區,中正區和平西路2段與寧波西街口,0,0,1,1,B03,8,1,5,50,5,1,1,5,4,5,7,2,1,1,4,5,1,16,2,57.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,2.0,25.0,25,1.0,22.0,9.0,121.5121364,25.02908183
24738,109,6,15,14,0,2,05中正區,中正區和平西路2段與寧波西街口,0,0,1,2,C03,8,1,5,50,5,1,1,5,4,5,7,2,1,1,4,5,1,16,1,71.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,25,1.0,22.0,9.0,121.5121364,25.02908183
24756,109,6,15,15,52,2,05中正區,中正區新生北路1段與八德路1段口,0,0,1,1,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,17,1,63.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,2.0,23.0,23,1.0,22.0,9.0,121.5328793,25.04443395
24757,109,6,15,15,52,2,05中正區,中正區新生北路1段與八德路1段口,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,17,2,53.0,2.0,9.0,1.0,1.0,7.0,10.0,1.0,10.0,2.0,14.0,7.0,23,1.0,22.0,9.0,121.5328793,25.04443395
24825,109,6,15,23,50,2,05中正區,中正區延平南路與開封街1段口,0,0,1,1,B03,8,3,5,50,4,1,1,5,4,1,7,1,1,9,4,5,2,16,1,54.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,4.0,43.0,43,1.0,22.0,9.0,121.5107285,25.04593633
24826,109,6,15,23,50,2,05中正區,中正區延平南路與開封街1段口,0,0,1,2,C03,8,3,5,50,4,1,1,5,4,1,7,1,1,9,4,5,2,16,1,29.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,43.0,43,1.0,22.0,9.0,121.5107285,25.04593633
24854,109,6,16,7,53,2,05中正區,中正區羅斯福路1段與愛國西路口,0,0,1,1,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,13,1,41.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,23.0,23,1.0,22.0,9.0,121.5165383,25.03455361
24855,109,6,16,7,53,2,05中正區,中正區羅斯福路1段與愛國西路口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,13,1,30.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,13.0,44.0,23,1.0,22.0,9.0,121.5165383,25.03455361
24856,109,6,16,7,53,2,05中正區,中正區羅斯福路1段與愛國西路口,0,0,1,3,H02,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,13,2,33.0,4.0,11.0,1.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,23,1.0,22.0,9.0,121.5165383,25.03455361
24861,109,6,16,8,30,2,05中正區,中正區西藏路25號前,0,0,1,1,C04,8,1,5,50,15,9,1,5,4,5,7,4,4,2,4,5,2,16,2,59.0,2.0,9.0,1.0,1.0,7.0,7.0,1.0,11.0,2.0,14.0,6.0,6,1.0,22.0,9.0,121.5066952,25.03053852
24862,109,6,16,8,30,2,05中正區,中正區西藏路25號前,0,0,1,2,B03,8,1,5,50,15,9,1,5,4,5,7,4,4,2,4,5,2,16,2,24.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,5.0,44.0,6,1.0,22.0,9.0,121.5066952,25.03053852
24879,109,6,16,9,17,2,05中正區,中正區館前路與襄陽路口,0,0,2,1,C03,8,1,5,50,4,2,1,5,4,5,7,4,4,9,4,5,2,17,1,19.0,2.0,8.0,1.0,1.0,7.0,6.0,1.0,10.0,1.0,12.0,6.0,6,1.0,22.0,9.0,121.515042,25.04348872
24880,109,6,16,9,17,2,05中正區,中正區館前路與襄陽路口,0,0,2,2,C03,8,1,5,50,4,2,1,5,4,5,7,4,4,9,4,5,2,17,1,40.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,44.0,6,1.0,22.0,9.0,121.515042,25.04348872
24885,109,6,16,9,40,2,05中正區,中正區汀州路2段與師大路口口,0,0,2,1,C03,8,1,5,50,5,1,1,5,4,5,7,1,1,5,5,5,1,17,1,55.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,14.0,6.0,6,1.0,22.0,9.0,121.5252576,25.02111186
24887,109,6,16,9,40,2,05中正區,中正區汀州路2段與師大路口口,0,0,2,2,C03,8,1,5,50,5,1,1,5,4,5,7,1,1,5,5,5,1,17,1,56.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,6,1.0,22.0,9.0,121.5252576,25.02111186
24925,109,6,16,12,6,2,05中正區,中正區汀州路3段121號,0,0,1,1,B03,8,1,5,40,14,8,1,5,4,5,7,4,4,5,4,4,2,17,2,61.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,8.0,2.0,4.0,40.0,40,1.0,22.0,9.0,121.5303823,25.01640225
24927,109,6,16,12,6,2,05中正區,中正區汀州路3段121號,0,0,1,2,C03,8,1,5,40,14,8,1,5,4,5,7,4,4,5,4,4,2,17,1,40.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,44.0,40,1.0,22.0,9.0,121.5303823,25.01640225
24929,109,6,16,12,6,2,05中正區,中正區汀州路3段121號,0,0,1,3,B01,8,1,5,40,14,8,1,5,4,5,7,4,4,5,4,4,2,17,1,64.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,4.0,2.0,2.0,44.0,40,1.0,22.0,9.0,121.5303823,25.01640225
24933,109,6,16,12,12,2,05中正區,中正區中華路1段53號,0,0,1,1,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,10,4,1,1,13,1,52.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,16.0,16,1.0,22.0,9.0,121.5087569,25.04324484
24934,109,6,16,12,12,2,05中正區,中正區中華路1段53號,0,0,1,2,C02,8,1,5,50,14,9,1,5,4,5,7,4,4,10,4,1,1,13,1,24.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,9.0,2.0,13.0,44.0,16,1.0,22.0,9.0,121.5087569,25.04324484
24947,109,6,16,13,10,2,05中正區,中正區市民大道3段8號,0,0,1,1,B01,8,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,2,12,1,59.0,4.0,11.0,3.0,4.0,7.0,8.0,7.0,19.0,11.0,15.0,7.0,7,2.0,22.0,9.0,121.5318431,25.04562517
24949,109,6,16,13,10,2,05中正區,中正區市民大道3段8號,0,0,1,2,C03,8,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,2,12,1,17.0,2.0,7.0,1.0,1.0,7.0,9.0,2.0,18.0,2.0,11.0,13.0,7,1.0,22.0,9.0,121.5318431,25.04562517
24951,109,6,16,13,10,2,05中正區,中正區市民大道3段8號,0,0,1,3,B03,8,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,2,12,1,44.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,4.0,2.0,4.0,38.0,7,1.0,22.0,9.0,121.5318431,25.04562517
24958,109,6,16,14,27,2,05中正區,中正區金山北路籃球場旁,0,0,1,1,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,16,1,42.0,3.0,10.0,3.0,4.0,7.0,5.0,1.0,8.0,1.0,8.0,8.0,8,1.0,22.0,9.0,121.5304026,25.04546756
24960,109,6,16,14,27,2,05中正區,中正區金山北路籃球場旁,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,16,1,20.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,44.0,8,1.0,22.0,9.0,121.5304026,25.04546756
24961,109,6,16,14,27,2,05中正區,中正區金山北路籃球場旁,0,0,1,3,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,16,1,40.0,3.0,10.0,3.0,4.0,7.0,13.0,1.0,10.0,9.0,11.0,38.0,8,1.0,22.0,9.0,121.5304026,25.04546756
24976,109,6,16,15,55,2,05中正區,中正區三元街與寧波西街口,0,0,1,1,B03,8,1,5,30,4,1,1,5,4,5,7,1,1,10,5,5,1,17,1,43.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,2.0,5.0,42.0,42,1.0,22.0,9.0,121.5113566,25.02790842
24977,109,6,16,15,55,2,05中正區,中正區三元街與寧波西街口,0,0,1,2,C03,8,1,5,30,4,1,1,5,4,5,7,1,1,10,5,5,1,17,2,40.0,2.0,9.0,1.0,1.0,7.0,6.0,1.0,10.0,2.0,14.0,17.0,42,1.0,22.0,9.0,121.5113566,25.02790842
25001,109,6,16,19,30,2,05中正區,中正區羅斯福路4段196巷與汀州路3段口,0,0,2,1,C04,8,3,5,50,4,1,1,5,4,5,7,4,4,5,4,5,2,16,2,54.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,11.0,6.0,6,1.0,22.0,9.0,121.5359808,25.01157831
25003,109,6,16,19,30,2,05中正區,中正區羅斯福路4段196巷與汀州路3段口,0,0,2,2,C03,8,3,5,50,4,1,1,5,4,5,7,4,4,5,4,5,2,16,1,20.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,6,1.0,22.0,9.0,121.5359808,25.01157831
25043,109,6,17,8,5,2,05中正區,中正區開封街1段51號,0,0,1,1,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,9,2,49.0,3.0,10.0,3.0,4.0,7.0,2.0,1.0,8.0,9.0,3.0,43.0,43,1.0,22.0,9.0,121.5121376,25.04611607
25044,109,6,17,8,5,2,05中正區,中正區開封街1段51號,0,0,1,2,H01,8,1,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,9,2,36.0,2.0,9.0,4.0,5.0,8.0,20.0,8.0,20.0,10.0,16.0,67.0,43,1.0,22.0,9.0,121.5121376,25.04611607
25063,109,6,17,9,50,2,05中正區,中正區南昌路2段與同安街口,0,0,2,1,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,5,4,5,2,16,1,38.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,12.0,6.0,6,1.0,22.0,9.0,121.5228113,25.02537273
25064,109,6,17,9,50,2,05中正區,中正區南昌路2段與同安街口,0,0,2,2,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,5,4,5,2,16,1,28.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,13.0,6,1.0,22.0,9.0,121.5228113,25.02537273
25089,109,6,17,12,3,2,05中正區,中正區中山南路中正紀念堂旁,0,0,1,1,C03,8,1,5,50,11,9,1,5,4,5,7,4,4,1,4,1,1,16,2,20.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,17.0,17,1.0,22.0,9.0,121.5167013,25.03528105
25090,109,6,17,12,3,2,05中正區,中正區中山南路中正紀念堂旁,0,0,1,2,B03,8,1,5,50,11,9,1,5,4,5,7,4,4,1,4,1,1,16,1,35.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,1.0,6.0,44.0,17,1.0,22.0,9.0,121.5167013,25.03528105
25102,109,6,17,12,56,2,05中正區,中正區公園路與台北車站東側門口K區地下停車場出入口,0,0,1,1,B12,8,1,5,50,15,18,1,5,4,5,7,4,4,10,5,5,2,3,1,24.0,3.0,10.0,1.0,1.0,7.0,2.0,1.0,8.0,1.0,3.0,43.0,43,1.0,22.0,9.0,121.5178773,25.04697816
25103,109,6,17,12,56,2,05中正區,中正區公園路與台北車站東側門口K區地下停車場出入口,0,0,1,2,H01,8,1,5,50,15,18,1,5,4,5,7,4,4,10,5,5,2,3,2,65.0,2.0,5.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,67.0,43,1.0,22.0,9.0,121.5178773,25.04697816
25110,109,6,17,13,46,2,05中正區,中正區紹興南街與濟南路1段口,0,0,3,1,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,9,4,5,1,12,1,27.0,2.0,9.0,1.0,1.0,7.0,8.0,1.0,10.0,2.0,12.0,7.0,7,1.0,22.0,9.0,121.5244248,25.04204051
25111,109,6,17,13,46,2,05中正區,中正區紹興南街與濟南路1段口,0,0,3,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,9,4,5,1,12,2,44.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,7,1.0,22.0,9.0,121.5244248,25.04204051
25112,109,6,17,13,46,2,05中正區,中正區紹興南街與濟南路1段口,0,0,3,3,H02,8,1,5,50,4,1,1,5,4,5,7,1,1,9,4,5,1,12,2,19.0,2.0,9.0,1.0,1.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,7,1.0,22.0,9.0,121.5244248,25.04204051
25130,109,6,17,16,35,2,05中正區,中正區市民大道3段與新生北路1段口,0,0,2,1,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,1,1,4,1,17,1,26.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,44,1.0,22.0,9.0,121.5328641,25.0453192
25131,109,6,17,16,35,2,05中正區,中正區市民大道3段與新生北路1段口,0,0,2,2,F01,8,1,5,50,4,1,1,5,4,5,7,2,1,1,1,4,1,17,1,34.0,2.0,9.0,4.0,1.0,7.0,7.0,8.0,20.0,2.0,16.0,7.0,44,1.0,22.0,9.0,121.5328641,25.0453192
25137,109,6,17,17,16,2,05中正區,中正區中華路2段與和平西路2段口,0,0,2,1,C03,8,1,8,50,4,1,1,5,4,5,7,1,1,5,4,5,2,15,1,34.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,13.0,13,1.0,22.0,9.0,121.5054317,25.03344088
25138,109,6,17,17,16,2,05中正區,中正區中華路2段與和平西路2段口,0,0,2,2,C03,8,1,8,50,4,1,1,5,4,5,7,1,1,5,4,5,2,15,2,62.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,25.0,13,1.0,22.0,9.0,121.5054317,25.03344088
25171,109,6,17,20,40,2,05中正區,中正區中華路1段與秀山街口,0,0,1,1,B03,8,3,5,50,3,1,1,5,4,5,7,4,4,1,4,5,2,17,1,21.0,3.0,10.0,3.0,1.0,7.0,6.0,1.0,8.0,2.0,6.0,9.0,9,1.0,22.0,5.0,121.5087518,25.04298798
25172,109,6,17,20,40,2,05中正區,中正區中華路1段與秀山街口,0,0,1,2,C03,8,3,5,50,3,1,1,5,4,5,7,4,4,1,4,5,2,17,2,47.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,44.0,9,1.0,22.0,9.0,121.5087518,25.04298798
25198,109,6,18,7,0,2,05中正區,中正區市民大道2段第219號燈桿前,0,0,3,1,C03,8,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,2,17,1,25.0,2.0,9.0,3.0,4.0,7.0,9.0,1.0,10.0,2.0,12.0,23.0,23,1.0,22.0,9.0,121.5234576,25.04775997
25199,109,6,18,7,0,2,05中正區,中正區市民大道2段第219號燈桿前,0,0,3,2,C04,8,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,2,17,1,66.0,2.0,8.0,3.0,4.0,7.0,9.0,1.0,10.0,2.0,14.0,44.0,23,1.0,22.0,9.0,121.5234576,25.04775997
25200,109,6,18,7,0,2,05中正區,中正區市民大道2段第219號燈桿前,0,0,3,3,C03,8,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,2,17,1,46.0,2.0,9.0,3.0,4.0,7.0,9.0,1.0,10.0,2.0,12.0,23.0,23,1.0,22.0,9.0,121.5234576,25.04775997
25238,109,6,18,9,25,2,05中正區,中正區南昌路1段與寧波西街口口,0,0,2,1,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,10,2,5,1,17,2,29.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,13.0,6.0,6,1.0,22.0,9.0,121.5175702,25.03069348
25239,109,6,18,9,25,2,05中正區,中正區南昌路1段與寧波西街口口,0,0,2,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,10,2,5,1,17,1,35.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,13.0,6,1.0,22.0,9.0,121.5175702,25.03069348
25248,109,6,18,10,10,2,05中正區,中正區羅斯福路3段與辛亥路1段口,0,0,1,1,B12,8,1,5,50,4,1,1,5,4,5,7,1,1,10,4,5,2,17,1,51.0,3.0,10.0,1.0,1.0,7.0,3.0,1.0,8.0,2.0,3.0,18.0,18,1.0,22.0,9.0,121.5289324,25.01974785
25250,109,6,18,10,10,2,05中正區,中正區羅斯福路3段與辛亥路1段口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,10,4,5,2,17,1,61.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,4.0,11.0,21.0,18,1.0,22.0,9.0,121.5289324,25.01974785
25266,109,6,18,11,22,2,05中正區,中正區鄭州路與重慶北路1段口,0,0,1,1,,8,1,5,40,4,1,1,5,4,5,7,2,1,1,4,1,2,17,4,,4.0,11.0,3.0,4.0,7.0,21.0,7.0,19.0,11.0,15.0,43.0,43,2.0,22.0,9.0,121.5133563,25.04929254
25267,109,6,18,11,22,2,05中正區,中正區鄭州路與重慶北路1段口,0,0,1,2,C03,8,1,5,40,4,1,1,5,4,5,7,2,1,1,4,1,2,17,1,33.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,43.0,43,1.0,22.0,9.0,121.5133563,25.04929254
